ID,SMILES,LogP
8024,O=C1C=2C(C(=O)N1C=3C=C(C=C(C(=O)NC=4C=CC=C(C=4)C#C)C=3)C(NC=5C=C(C#C)C=CC=5)=O)=CC=CC=2,7.156
8025,C1(OC)=NC=NC=2C=CC=CC1=2,3.278
8026,C=1C=CC(=CC=1)C(C=3C=CC=CC=3)C(NC(NC2=O)=O)=O,5.503
8027,C1COCCN1C(=O)CC(C(NC(CC2=CC=NN2)C(NC(CC3CCCCC3)C(C4CN(C(=O)O4)CC)O)=O)=O)CC5=CC=CC=C5,6.417
8028,C(CC)CNCCCC,4.029
8029,O=S(=O)(C1=CC=2C(CCS(=O)(=O)C=2S1)O)NG,2.609
8030,C1(=CC(C#N)=CC(=C1OC(CCCCCCC)=O)Br)Br,6.608
8031,C=1C=C([N+](=O)[O-])C(Cl)=CC=1,3.892
8032,CN(C)C(=O)OC=1C(=NC=CC=1)I,3.033
8033,C1(=CC=C(C=C1)Cl)C2=C(SC(C3=CC=CC=C3)=N2)CC(=O)O,6.685
8034,C=1(C(Br)=CC=CC=1)OC,4.23
8035,OC(CC(CC(O)=O)(O)C(=O)O)=O,-0.251
8036,O=C1N(CC2=C(C=C(F)C=C2F)F)C3=CC=CC=C3C(NC1)(C(C(O)=O)OC4=NC(=CC(C)=N4)C)C5=CC(=CC=C5)CCCC,2.652
8037,C1=C(Cl)C2=CC=C(Cl)C=C2N=C1,5.237
8038,CC1(C)CC(=O)NN1C=NNC2=CC=CC=C2D,3.741
8039,O=S(=O)(OC=1C(=CC=CC=1)OCC)NC(=O)N=C2N=C(OC)C=C(OC)N2,4.442
8040,C=1(C(=CC=CC=1)C(C)=O)NC(=O)C,2.508
8041,OC1CC2C(CC1)(C3CC(O)C4(C(CCC4(C3CC2)O)C=5CC(=O)OC=5)C)C,2.447
8042,C1CC1(CN2C3C(C)(C)C(C4=CC(=CC=C4C3)O)(CC2)CC)O,5.275
8043,CC(C)c1cccc2c(c1)c(S(=O)(=O)O)cc2CC,-4.72
8044,C1C(O1)CCCC,3.019
8045,C=1C(Cl)=CC=C(COC(C)=O)C=1,4.283
8046,ClC=1C(Cl)=CC(N)=CC=1,3.59
8047,C1(C=2C=CC=CC=2)=NC(=CN=C1C=3C=CC=CC=3)Cl,5.677
8048,C=1C(=C2C(C=CC=C2)=[N+]([O-])C=1C)[N+](=O)[O-],2.574
8049,O(CN1C(=O)C2C(CC=CC2)=C1O)C(C)=O,2.043
8050,C1=CC=CC=C1OC,3.51
8051,C(CCCCCCCC(=O)N1CCCC1=O)CCC,6.191
8052,O=C1C2=CC=CC=C2C(=O)C1C=3C=CC(Cl)=CC=3,4.939
8053,C1=CC(N)=CC=C1N,0.993
8054,C1CC(CCC1)CC(NC(C(NC(C(NC(N(C)CC(O)CO)=O)CC2=CC=C(C=C2)OC)=O)CC3=CNC=N3)=O)C(O)C4OC(=O)N(C4)CC,15.103
8055,C1(=C(C)C=C(O)C(C(=C)C)=C1)O,2.87
8056,C(C1=CC=CC=N1)CCC(=O)N,0.867
8057,C1(=CC=C(OC)C=C1OC)C=2NC=3C=CC=CC=3N=2,3.812
8058,C1CN1P(N2CC2)(N(N=C(C)C)C3=CC=CC=C3)=O,2.339
8059,C1=C(n2(C=CC(C(O)=C2C)=O)c)C=CC([N+]([O-])=O)=C1,4.542
8060,CC(O)C(C)O,0.607
8061,C1=C2C(=CC=C1)SN(C3=CC=C(OC(C(=O)OCC)C)C=C3)C2=O,4.862
8062,C(NC=1C=CC=CC=1)CCC,5.125
8063,C1(=CC=C(C=C1)C(=O)O)C#N,2.627
8064,CC(C)(C)(C)N1C(=O)C(=O)C2=CC=CC=C2C1=O,4.273
8065,N1C=C(C=N1)I,3.436
8066,c1ccccc1N=C2N=C(N(C)CCO)NC(=Nc3ccc(C=Cc4ccc(N=C5NC(=Nc6ccccc6)NC(N(CCO)C)=N5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)N2,0.823
8067,C1(CC(C(C(C)O1)O)O)OC2C(OC(OC3C(OC(OC4CC5C(CC4)(C6CC(C7(C(CCC7C8COC(=O)C8)(O)C6CC5)C)O)C)CC3O)C)CC2O)C,1.054
8068,O=S1(=O)C=2C(NC(SCC(=O)O)=N1)=C(Cl)C(=CC=2)Cl,2.562
8069,FC(F)(F)C1=CC=C(C(NC(=O)C)=C1)F,3.188
8070,C1C(C(CN1C(NC(CC=2C=CC(=CC=2)OC)C(=O)NC(CC3=CNC=N3)C(NC(CC4CCCCC4)C(O)C5OC(=O)N(C5)CC)=O)=O)O)O,4.705
8071,C=N1C(=CC(=O)NC1=O)C(OCCC)=O,4.123
8072,C=1(C=CC=CC=1)C2C(CCCC2)O)OC,5.853
8073,C1(C=C2CCC3C4CCC(O)C4(CCC3C2(CC1)C)C)=O,6.617
8074,CCN(CC)C=NC1=NC(=O)N(C2CCC(CO)O2)C=C1,1.434
8075,O(C(C)=O)C1C(OC2CC(C(O)C(C)O2)O)C(C)OC(C1)OC3C(C)OC(CC3O)OC4CC5C(C)(CC4)C6CC(O)C7(C(CCC7C=8CC(OC=8)=O)(O)C6CC5)C,2.258
8076,CC(C1=CC=CS1)=O,2.763
8077,FC(F)(F)C1=CC=C2C(C(CCCN3CCN(CC3)CCO)C4=CC=C(F)C=C4S2)=C1,6.248
8078,C1CCN1C(=O)COC(=O)C2=CC=CC=C2,2.504
8079,CC1(C)C(N2C(=O)C(NC(C(O)C=3C=CC=CC=3)=O)C2S1)C(O)=O,3.06
8080,CC(C)(C)C=1C(=CC=CC=1)OC(=O)NC,4.301
8081,[N+](=O)(C1=CN=C(C=CC2=CC=C3OCOC3=C2)N1CCO)[O-],3.047
8082,FC(F)(F)C=1C=C(Cl)C(=NC=1)OC=2C=CC(=CC=2)OC(C(OCCOCC)=O)C,6.185
8083,C1(=CC=C(C=C1OC)C(CN)O)O,0.293
8084,COCC1COC(CN2N=CN=C2)(C=3C(=CC(Cl)=CC=3)Cl)O1,2.873
8085,C=1C=CC(NC(N)=NN=C(C)CCCC)=CC=1,3.451
8086,C1=C2C(C(O)=C3C(=C2O)C(=C4C=CC=C(C4=C3O)OC)O)=C(OC5CC(N(CC#N)CC(=O)O)C(O)C(O5)C)CC1(O)C(C)=O,-3.571
8087,CON(C(NC=1C=CC(C(OCC)=O)=CC=1)=O)C,3.858
8088,OC(=O)C(C1=CC=C(C=C1)C2=NC(=CS2)CO)C,3.622
8089,[N+]([O-])(=O)C1=CC=C(C(C(NC(CBr)=O)CO)O)C=C1,2.189
8090,ClC(Cl)(Cl)C=1N=C(N=C(OC)N=1)N(C)C,4.878
8091,C([N+](=oc)[O-])(Cl)C,4.376
8092,CC(C)(C)COC(=O)C(NC(=O)C1N(CSC1(C)C)S(=O)(=O)C=2C=NN(C)C=2)CC3=CC=C(C=C3)OC(=O)N(C)C,7.433
8093,C1=NC(=C2C(=N1)N(C=N2)C3CCC(CO)O3)I,2.023
8094,O=S(=O)(N)C=1C=CC(SCCC(C)(C)O)=CC=1,3.158
8095,CC(=O)C(C(C)=O)CC=1C=CC=CC=1,2.918
8096,O=C(OCCN(CCOC(=O)C)C1=CC(=CC(=C1NC(C)=O)N=NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])Br)OC)C,8.358
8097,C1CC(CCC1)CC(NC(=O)C(NC(=O)C(CC=2C=CC(=CC=2)OC)NC(N(CCOCOCCOC)C)=O)CC3=CNC=N3)C(O)C4OC(=O)N(C4)CC,-1.695
8098,ClC(Cl)(Cl)C(Cl)OP(OCC)(OCC)=S,6.268
8099,C1=CC=C2C(C(=C(C(=O)O2)C(C3=C(C4=CC=CC=C4OC3=O)O)COC)O)=C1,2.648
8100,O=S(=O)(C=1C=CC(CCC)=CC=1)N,2.982
8101,C=1(C=C(Cl)C(NC=2NCCN=2)=CC=1)C,2.819
8102,C=1C(C)=CC=C2C=1C3=C(C=CC=C3)C=C2,6.371
8103,FC(F)(F)COCC(CN1C(=NC=C1)[N+](=O)[O-])O,2.103
8104,O=S(=O)(C=1C=CC(=CC=1)CCCCO)N,1.802
8105,C(O)C(CO)NC(C1=C(C(C(NC(CO)CO)=O)=C(C(NC(C)=O)=C1I)I)I)=O,1.161
8106,CCCCCCCCOP(OCCCCCCCC)(C)=O,7.424
8107,C(O)C(CO)NC(C=1C(=C(C(=O)NC(CO)CO)C(I)=C(NC(C(=O)C)O)C=1I)I)=O,-2.258
8108,C1CC(CCC1)Br,4.719
8109,C1CN(CCC1)CC(=O)NC=2C=C(C=CC=2)Cl,5.057
8110,O=[N+]([O-])OCCCC,3.281
8111,C1(C=C2C(=C(C1)OC3CC(N4CCOCC4C#N)C(O)C(C)O3)C(O)=C5C(=C2O)C(=C6C=CC=C(C6=C5O)OC)O)(O)C(=O)CO,1.758
8112,S1CCSC1=C(C(=O)OC)C(=O)OC,3.033
8113,C(C(=CC)C(OC1C2C(OC(=O)C2=C)C=C(C)C3(OC(C1)(C)C=C3)O)=O)OC(C)=O,2.998
8114,C1=C(OC(C=CC(OC)=O)=C1)[N+]([O-])=O,2.964
8115,C1(C=2C=CC=CC=2)C(=O)NC(=O)N1,1.744
8116,C1CC2CCC1C2,5.151
8117,ClC1=CC=CC=C1,6.528
8118,OC(=O)C(C1=CC=C(C=C1)C2=NC(=CS2)CO)C,3.716
8119,CC1(C)SC2C(C(=O)N2C1C(=O)O)NC(C(C(Oc3ccc4CCCc4c3)=O)c5ccccc5)=O,13.399
8120,C1(C2=CC(=CC=C2NC(C=N1)=O)[N+]([O-])=O)C=3C(=CC=CC=3)Cl,3.97
8121,C=1(C2=C(C([N+]([O-])=O)=CC=C2)N=CC=1)OC,3.49
8122,[N+]([O-])(C=1C=C2C(NCC2)=CC=1)=O,2.769
8123,CC(C)CCOC(=O)C1=CC(=O)NC(N1=O,4.47
8124,C=1N=C2C(N=CN2C3CCC(O3)COC(C4=CC=CC=C4)=O)=C(N=1)O,2.004
8125,C1(=NC([N+](=O)[O-])=CN1CC(O)COC)C,1.227
8126,CC(C)C=1C=C(C(=CC=1OCCN(C)C)C)OS(=O)(=O)C23C(C)(C)C(CC2=O)CC3,17.587
8127,C1CCCCC1N2C3=CC=CC=C3N=N2,3.549
8128,C(NC(=O)CN1C=CN=C1[N+]([O-])=O)C2=CC=CC=C2,2.342
8129,C=1(C=CC(=CC=1)OCCO)OC,2.643
8130,C(C)(=NOC(=O)N(C)SN(C)C(OCCCCCC)=O)SC,6.281
8131,OC(=O)CC=1C(NC=2C(=CC=CC=2Cl)Br)=CC=CC=1,6.345
8132,CC(C)=CC1C(C)(C)C1C(OCC=2C=CC(C#N)=CC=2)=O,6.246
8133,O=S(=O)(C1=CC=C(C)C=C1NC(=O)C(C)C)N,3.106
8134,CCOP(OCC)(OC1=CC=C(C=C1)[N+](=O)[o-]c)=S,7.036
8135,C1C2(CCCCC2C)OC(C(C(=NOCC)CCC)C1=O)=O,5.211
8136,N(C(=S)NC)CCSCC=1N(C)C=NC=1,1.602
8137,N1=C(N=C(O1)C2=CC=CC=N2)C,2.078
8138,C1=CC=C(C([N+](=O)[O-])=C1)FT,4.553
8139,C=1N(CCOC2=CC=C(Br)C=C2)C3=C(NC(=O)N(C)C3=N)N=1,2.643
8140,CN(C)C(=O)NC1=CC=CC(N)=C1,1.369
8141,C1=2C=CC=CC1=CC(=CN=2)C(N)=O,2.663
8142,CC(C)(C)NCC(COC=1C(C(C)=O)=CC(=CC=1)NC(N(CC)CC)=O)O,4.282
8143,O=C(O)CCCCCCN,-1.302
8144,C(C1=CC=CC(=C1)Cl)(OC)=O,4.11
8145,C1CN(CCC1)C2=CC=C(NC(=O)C=CC3=CC=C(OC(F)F)C(OC)=C3)C=C2,7.091
8146,C1=C2CCC3=CC=CC=C3N(C2=CC=C1)CCCNC,6.574
8147,N1CCC(C2=CC=CC=C2)=CC1,3.109
8148,C1CN(CCO1)CC=2C=CC(C(=O)OCN3C=4C(C=N3)=C(O)N=CN=4)=CC=2,2.025
8149,C1CCCC1C,4.692
8150,C1(=CC=CC=C1)C(=O)NOCC(=O)O,-0.717
8151,C1=C(F)C(N(C(C=2N=CC=CC=2)=O)C(=O)N1)=O,1.189
8152,N1=C(N(C)C([N+]([O-])=O)=C1)C2=CC=CC=C2,3.056
8153,O(CCC)P(OCCC)(OC1=CC=C(SC)C=C1)=O,5.396
8154,C1=2C3CC(CC3N)C1=CC=CC=2,3.725
8155,O=S(=O)(N(CC(=OOC)C1=CC=CC=C1)C2=CC=C(C=C2)OC,6.348
8156,FC(F)(C=1C=CC=CC=1)CNCCCCCCNCCC2=C3C(NC(S3)=O)=C(O)C=C2,2.826
8157,C1=C(F)C(=CC=C1)NC(=O)OC,3.433
8158,FC(F)(F)C1=CC=CC=C1NC(=O)C2CCC2,3.961
8159,CN(C)C(=O)OC=1C=CC(=CC=1)OC,0.08
8160,C1(=N)NC(NC=2NC(C(=NC1=2)C3=CC=CC=C3)=N)=N,2.218
8161,C1=C(Cl)C=C(C=C1)C=TC=C(C=C(Cl)C=2)Cl,8.873
8162,C(CC)N(CCC)C=NC=1C=CN(C2OC(C(O)C2)CO)C(=O)N=1,1.844
8163,C1CC(CCC1)C2=CC=C(C=C2)OCC(=O)O,5.327
8164,C1=CC(=CC=C1)CC(NC(CNC(=O)C(CC2=CNC=3C=CC=CC2=3)N)=O)C(O)=O,2.701
8165,ClC(Cl)(Cl)C(N)=O,2.023
8166,C1=CC=CC2=C1C=C([N+](=O)[O-])N=N2,2.212
8167,OCCCCC1=CC=NC=C1,2.423
8168,C1(=CC(Cl)=C(C(=C1)Cl)NC=2NCCN=2)OC,3.057
8169,FS(F)(F)(F)(F)C1=CC=CC=C1,5.305
8170,N(OC)C=NC1=CC(Cl)=C(OCC#C)C(Cl)=C1,4.468
8171,O=[N+](CCC)[O-],2.102
8172,C1CN(CCN1CCOCC=2C=CC(=CC=2)F)C3=CC=CC=C3OC,5.097
8173,C=1C=2C(C(OC(=O)C(CC)C)CC(C)C=2)C(CCC3OC(=O)CC(O)C3)C(C)C=1,5.623
8174,S1CC(CSC1)NC(=O)N(CCF)N=O,3.742
8175,C(C)N(CC)C(SCC1=CC=CC=C1Cl)=O,5.137
8176,CC(C)CC(NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(N)CC=2C=CC(O)=CC=2)C(O)=O,0.099
8177,C(C(CC1=CC=C(C=C1)O)N)(=O)OCC,2.163
8178,C1CC(C)N(C)C1=O,1.29
8179,C=1(Cl)C(Cl)=C(C(C)=C(Cl)C=1Cl)Cl,7.012
8180,O=S(=O)(C=1C=CC=CC=1)C=CC=CSC2=CC=CC=C2,5.669
8181,N1(C(=NCC1)N=C2SC(=CN2)[N+]([O-])=O)CC,4.152
8182,C(C)C1=CC=CC(OC(C)=O)=C1,3.603
8183,CCOP(OCC)(=S)SCS(=O)(=O)CC,3.359
8184,C1CC(CCC1)CC(C(=O)C2CN(C(=O)O2)CC)NC(C(NC(C(CC(N(CCO)C)O)CC3=CC=CC=C3)=O)CC=4N=CNC=4)=O,-1.873
8185,C1(=CC(C(C(Cl)C1)Cl)Cl)Cl,2.794
8186,CC(C)OP(OC(C)C)(C)=O,2.837
8187,O=S1(=O)C2=CC=CC=C2C(N(C)C3=CC=C(OC(=O)C=4C=CC=CC=4)C=C3)=N1,5.931
8188,C=1C=CC(NC(N)=N)=CC=1,1.705
8189,C12(CCC(C1(C)C3C(CCC2C)C(C(=O)O3)=C)=O)O,2.14
8190,C1(=N)NC(=O)N(C=C1)C2CCC(CO)O2,-1.014
8191,FC(F)(F)C(C=CC1=CC=CC(Cl)=C1)=O,4.686
8192,C(=O)(NN)NC1=CC=CC=C1C,2.114
8193,O=[N+](NC(N)=N)[O-],0.433
8194,CC(C)(C)N=C1N=C(NC(=NCC)N1)OC,4.206
8195,C(C)S(C1=C(C(C)=C(C#N)S1)C(C)=O)=O,3.559
8196,C1CN(CCC1)CC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],4.674
8197,C(C)S(C1=C(C(C)=C(C#N)S1)C(C)=O)=O,0.92
8198,C=1C=CC=2C3=C(C=4C5=C(C=CC=C5C=13)C=CC=4)C=CC=2,8.157
8199,N1C=2N(COC)C=NC=2C(N(C)C1=O)=N,0.25
8200,C(C(O)(C=1C=CC=CC=1)C2=CC=CN=C2)C#C,3.242
8201,C1CC(CCC1)N(C2CCCCC2)C3=CC(=[N+](C(=N)N3)[O-])N,5.49
8202,O=C(NC)OC=1C(=CC=CC=1)CSCC,3.443
8203,CC(C)(S)C(N)C(=O)O,-0.34
8204,C1CC(CCC1NC(N(CCCl)N=O)=O)C(=O)O,2.82
8205,C1CCCCC1C2=NN=C(N(N)C2=O)SC,4.363
8206,C(C)CC(=O)OCC1CCC(O1)N2C=3C(N=C2)=C(N=CN=3)O,1.294
8207,O(CC(O)CN1C=CN=C1[N+]([O-])=O)CC=C,1.997
8208,CC(C)(C)NCC(O)COC=1C(=NSN=1)N2CCOCC2,3.768
8209,C=1N=C2N(COC(C3=CC=CN=C3)=O)N=CC2=C(N=1)O,1.796
8210,C1=CC=CC2=CC3=C(N=C12)C(C(NCCCN(C)CCCN=C4N(C=5C([N+](=O)N4)=CC=CC=5)[O-])=O)=CC=C3,2.772
8211,C1=CC=2N=NC=C(C=2C=C1Cl)C,3.582
8212,O=S(=O)(C1=CC=C2NC(CC=3C=CC=CC=3)NS(=O)(=O)C2=C1)N,2.257
8213,CC(=O)OC=1C(OC)=C(OC)C(OC(C)=O)=C2C=C(C(=CC=12)C)C,4.564
8214,ClC(Cl)(Cl)C(NC(=O)OCC)O,3.496
8215,CC(C)C1=NN=C(SCCCC)N(N)C1=O,4.272
8216,C=1C=CC=2C=CC=3C(=CC=CC=3C=2C=1)C,6.693
8217,C1=C(N=C(C=2C=CC(C#N)=CC=2)C(C=3C=CC(=CC=3)C#N)=N1)C,4.33
8218,C1CC(CCN1C(=O)C(CC=2C=CC=CC=2)NC(CCCC)C(NC(C(CC(C(=O)NCCCN3CCOCC3)C(C)C)O)CC4CCCCC4)=O)OCOC,4.738
8219,C=1C2=NN(N=C2C=CC=1)CC,3.536
8220,C=1C=CC=C(C=1)C=CC2=CC=CC=C2,6.086
8221,CN(C)C(=O)NC=1C=C(C=CC=1)F,3.505
8222,O(C1=CC=C(C=C1)C(OC)=O)C(NC)=O,3.227
8223,O1C(C)C(C(O)CC1OC2C(OC(OC3CC4C(C)(C5CCC6(C(CCC6C=7CC(=O)OC=7)(C5CC4)O)C)CC3)CC2O)C)OC8CC(C(O)C(C)O8)OC(=O)C9OC(O)C(O)C(C9O)O,12.09
8224,CC(C)COC(C1=CC(=O)NC(N1)=O)=O,2.377
8225,O(C)P(OC)(OC=1C2C(C=CC2)C=1Cl)=O,4.377
8226,OCC(=O)C1(OC(C)=O)CCC2C3C(C(O)CC12C)C4(CCC(CC4=CC3)=O)C,3.663
8227,C(C1=CC=C(N2SC3=CC=CC=C3C2=O)C=C1)(C(OC)=O)CC,5.419
8228,CC(C)(CC=1C=CC=CC=1)N,3.333
8229,N(N(C(N)=O)C)=O,0.961
8230,FC(F)(F)CNC,-1.077
8231,c1cc(ccc1)-c2ccc(cc2)C(=O)O,3.313
8232,C1(=NC=C([N+](=O)[O-])N1C)C,1.789
8233,N1C(=O)C2(CC2)C(NC1=O)=O,1.208
8234,CCN(CC)N=NC=1C=CC([N+](=O)[O-])=CC=1,5.922
8235,C=12C(=CC=CC=1)OC(C(N)=O)=C2,3.069
8236,C1COCCN1CCCC2=CC=C(C=C2)CSC3=CC=C(F)C=C3,5.243
8237,CC(C)C(C(=O)NC(C(C)CC)C(=O)N)NC(C(C)NC(=O)C)=O,1.187
8238,C=1C(C)CC(=CCC2CC(CC3(CCC(C)C(CC)O3)O2)OC(=O)C4C5(C(OCC5=CC=1)C(O)C(C)=C4)O)C,7.285
8239,C(CC)CCCC(NN)=O,2.817
8240,CC(C)(C)NC(C)C,2.813
8241,CC(C)C(C(NC(CC=1C=CC(O)=CC=1)C(O)=O)=O)NC(=O)OCC=2C=CC=CC=2,3.731
8242,C1CCCCN1CC(=O)NC=2C(Br)=CC=CC=2,4.464
8243,O(C(NC)=O)CC1=CC=C(C=C1)Cl,3.808
8244,C=1N(CC2=CC=CC=C2)C(=O)NC(C=1F)=O,1.639
8245,CC(C)C=1C=CC(=CC=1)N,3.78
8246,CC(C)C(=O)OC=1C(=C(OC)C(=C2C=1C=CC=C2)OC(=O)C(C)C)OC,5.869
8247,CC(C)NCC(COC1=CC=CC=2CCCN(C(=O)C3=CC=CN=C3)C1=2)O,3.408
8248,C(CCCCC#N)C#N,1.518
8249,C1CCCCN1CCOC(=O)NC=2C(OCCCC)=CC=CC=2,6.024
8250,CN(C)C(C1=CC=CC=C1OS(=O)(=O)C=2C=CC(C)=CC=2)=O,3.657
8251,N(NC(N)=S)=CC1=CC=C(C=N1)O,3.766
8252,N#CC(C(OC)=O)=NNC=1C(=CC(Cl)=CC=1)C,5.741
8253,C1C(N=C2C(C)=CC(=CC2=C(C3=CC=CC=C3)N1)C)=O,4.197
8254,N1C(NCCCC)=CC(N)=[N+]([O-])C1=N,2.313
8255,C1COCCN1C=2N=C(N=C(OCC)N=2)C#N,3.555
8256,C1=C(C(=C(C(=C1)Cl)Cl)NC=2NCCN=2)C,4.16
8257,N1C2=C(C=N1)C(=NC=N2)O,0.717
8258,CC(C)C=1C=CC(NC(N(C)C)=O)=CC=1,3.227
8259,CC(C)(C)C=1C=CC(=CC=1)C(N)=O,3.201
8260,N(C(C=1C=C2C(=CC=1)OCO2)=O)N,2.631
8261,CCCCCCCCC,6.782
8262,ClC1=CC=C(NC(=O)CCl)C=C1Cl,4.739
8263,N#CCC=1C2=C(C(=CC=1)O)N=CC=C2,3.692
8264,O(C)C1=CC=CC=C1OCC2CN=C(N)O2,2.259
8265,[O-][N+](=O)C1=NC=CN1CC(C)O,1.219
8266,C1C2(OC(=O)CC2)C3C(C4C(C5(CCC(=O)C=C5CC4)C)(CC3)C)C1,4.466
8267,C1=C([N+]([O-])=O)C(C)=CC(=C1)O,3.898
8268,C(C)C(C)C(NC(=O)C(N)C(C)CC)C(O)=O,-0.048
8269,[O-][N+](CC1=CC=CC=C1)=O,3.253
8270,CN(C)C=1N=C(C#N)C=NC=1,2.615
8271,C(C)N(CC)CCNC(C=1C(OC)=CC=CC=1)=O,3.321
8272,O=S(=O)(C1=CC=C(C)C=C1NC(=O)C(C)C)N,3.007
8273,C1(Cl)=C(C(Cl)=C(C=C1l)Cl)OC,8.107
8274,C1(C)=C(C(C(=O)NCCCCCCCC)=NN1)[N+]([O-])=O,4.79
8275,C(CC)CCC(O)C=CC1C(O)CC(C1CC=CCCCC(=O)O)=O,3.812
8276,CN(C)C(=O)OCC1=CC=CC(=C1)[N+]([O-])=O,3.407
8277,C(CCC(N)C(=O)O)C,-0.146
8278,O=S(=O)(C1=CC=C(N)C=C1)N=C2NC=CC=C2Br,3.034
8279,CC(C)C=1C(O)=CC=C(NC(C)=O)C=1,3.006
8280,CN(C)C1C(C(OC2C(O)(C)CC(C)C(C(C)C(O)C(C(OC(=O)C(C)C(OC3OC(C)C(OC(=O)C)C(OC)(C)C3)C2C)CC)C)=O)OC(C)C1)O,-0.155
8281,C1CC2(CCC1)OC(N3CCC4=C(C23C)C=C(OC)C(OC)=C4)=O,4.849
8282,OCC1C(C(C(O1)N2C=CC(NC2=O)=NC(C3=CC=CC=C3)=O)O)O,1.752
8283,C1(CCCC2=CC=CC=C12)O,3.364
8284,C1(C2=CC=CC=C2C(=O)C=3C(=C(C(Cl)=C(C1=3)N)Cl)N)=O,3.199
8285,C(OCCOC=1C=C(OCCOCCOC)C=CC=1)COC,2.298
8286,C(CCCC=C)CCCC,7.389
8287,CC(C)NC(=O)NC1=C(C(=CC=C1)C)C,4.259
8288,CC(C)(O)CC,3.066
8289,OC1=C2C(=COC(=O)N)C3(N(C2=C(O)C(=C1N=C4SC=CN4)C)CC5C3N5)OC,2.774
8290,C(C=1NC=CC=1)(=O)OCC,2.654
8291,C=1C=C(C2=CC=CC=C2)C=C([N+]([O-])=O)C=1O,5.03
8292,C1(=CC=C(C=C1)OC)CO,2.79
8293,C1=CC=C(C#N)C=C1CC(=O)O,1.487
8294,C1CNCCN1,-0.086
8295,C(CCCN1SC=CC1=O)CCCC,1.172
8296,CC(C)(C)C(=O)SCCOP(OC=1C=CC(=CC=1)CC(NC(C)=O)C(=O)N)(OCC2C(CC(O2)N3C(NC(=O)C(C)=C3)=O)N=[N+]=[N-])=O,1.41
8297,N(C(C1=CC=CS1)=O)CC,3.019
8298,C=1N(C(=C(C(C=1)=O)O)C)CCC(NCCCC)=O,1.411
8299,CC(C)C(C(C)C)=O,3.007
8300,CC(C)OC(=O)OC1=CC(C2(CCN(CC2)C)C(CC)=O)=CC=C1,2.968
8301,C1N2C(CCC1C)=NC=C(C(=O)OCC)C2=O,2.023
8302,CC(C)C1=CC=C(C2CNC(NC(=O)OC)=N2)C=C1,3.596
8303,C1CN(CCC12N=C3C(C4=C5C=6OC(OC=CC(C(C)C(OC(=O)C)C(C(O)C(C)C(O)C(C=CC=C(C)C(NC3=C(O)C4=C(O)C=6C)=O)C)C)OC)(C5=O)C)=N2)CC(C)C,0.724
8304,C(C=CC)=CC,4.389
8305,C(C)NC=1C=CC=CC=1,3.525
8306,CC(C)NCC(COC=1C(OCC=C)=CC=CC=1)OC(=O)CCCC,5.443
8307,N#CC(C(OCC)=O)=CC=1C=CC=CC=1,3.828
8308,C=1C=CN(C=1)C2=CC=CC=C2,4.427
8309,CC(C)(C)C(=O)OCOC1=CC=CC=C1C(NCN2CCOCC2)=O,3.356
8310,C(CCCC1=CC=CC(=C1)O)CCCCCCCCC,5.594
8311,CCN(CC)CCC1=CC=CN=C1,2.396
8312,CN(C)C1C(C(OC2C(C(OC3OC(C)C(C(C)(C3)OC)O)C(C)C(OC(CC)C(C)(C(C(C)C(=O)C(C)CC2(C)O)OC(=O)C)O)=O)C)OC(C)C1)O,-0.564
8313,C(CCCCCCCC(=O)OCC(CC)CCCC)CCC,4.377
8314,C=1C=C(C(OCCCC)=O)C=CC=1N,4.903
8315,C=1C(C2(NCC(N(C3=CC=CC=C23)C4=C(C=C(C=C4F)F)F)=O)C(C(O)=O)OC5=NC(=CC(C)=N5)C)=CC=CC=1,1.823
8316,C1(=CC=C(C)N1N=C2NN=C(C=C2)N(C)C)C,3.529
8317,CC(C)C=1C(C(=O)N)=CC=CC=1,2.834
8318,O=S(=O)(C=1C=CC(=CC=1)CCCCCO)N,2.461
8319,C1(=NC(C)=C(C(=O)OC)C(C=2C=C(C=CC=2)Cl)C1C(OC)=O)C,5.611
8320,O=S(=O)(C1(CCC1)C(=O)OCC)C=2C=CC(C)=CC=2,4.326
8321,C1(CC(C(C(C)O1)O)O)OC2C(OC(OC3C(OC(OC4CC5C(CC4)(C)C6CCC7(C(O)(CC(C7C=8CC(=O)OC=8)O)C6CC5)C)CC3O)C)CC2O)C,1.831
8322,BrC1=NC([N+](=O)[O-])=CN1,2.148
8323,CC(C)N1=C2C(=N1)C=CC=C2,5.622
8324,C(O)CCO,1.03
8325,O(C)C1=CC=CC(OC)=C1OC,2.999
8326,C1(=CC=C(Cl)C=C1C(=O)O)[N+]([O-])=O,3.362
8327,C=1C(=CC=C2NC(C=NC(C=3C=C(C=CC=3)Br)C=12)=O)Br,5.158
8328,C(CCCCC)CC(C1=CC=CC=C1)CCCCC,5.125
8329,C1=CC(CN2CN3C(=NC=4C(=CC=CC=4)C3=O)C2C)=CC=C1,3.283
8330,O=C(OCC(=O)N)CC1=CC2=CC=C(C=C2C=C1)OC,3.363
8331,C1CC=2N(CC1)C(=O)C(=C(C)N=2)C,2.129
